hsa-mir-18b,Gemcitabine,60750
hsa-mir-194-1,Gemcitabine,60750
hsa-mir-195,Gemcitabine,60750
hsa-mir-19a,Gemcitabine,60750
hsa-mir-19b-1,Gemcitabine,60750
hsa-mir-208a,Gemcitabine,60750
hsa-mir-20a,Gemcitabine,60750
hsa-mir-20b,Gemcitabine,60750
hsa-mir-22,Gemcitabine,60750
hsa-mir-221,Gemcitabine,60750
hsa-mir-222,Gemcitabine,60750
hsa-mir-28,Gemcitabine,60750
hsa-mir-29b-1,Gemcitabine,60750
hsa-mir-29c,Gemcitabine,60750
hsa-mir-301a,Gemcitabine,60750
hsa-mir-487b,Gemcitabine,60750
hsa-mir-513a-1,Gemcitabine,60750
hsa-mir-549a,Gemcitabine,60750
hsa-mir-602,Gemcitabine,60750
hsa-mir-665,Gemcitabine,60750
hsa-mir-765,Gemcitabine,60750
hsa-mir-99b,Gemcitabine,60750
hsa-mir-34a,Etoposide,36462
hsa-mir-378a,Methotrexate,126941
hsa-mir-17,Sirolimus,5284616
hsa-mir-128-1,Anastrozole,2187
hsa-let-7e,Verapamil,2520
hsa-let-7f-1,Verapamil,2520
hsa-let-7g,Verapamil,2520
hsa-let-7i,Verapamil,2520
hsa-mir-100,Verapamil,2520
hsa-mir-101-1,Verapamil,2520
hsa-mir-10a,Verapamil,2520
hsa-mir-10b,Verapamil,2520
hsa-mir-1-1,Verapamil,2520
hsa-mir-125b-1,Verapamil,2520
hsa-mir-128-1,Verapamil,2520
hsa-mir-130b,Verapamil,2520
hsa-mir-132,Verapamil,2520
hsa-mir-135a-1,Verapamil,2520
hsa-mir-135b,Verapamil,2520
hsa-mir-140,Verapamil,2520
hsa-mir-141,Verapamil,2520
hsa-mir-142,Verapamil,2520
hsa-mir-143,Verapamil,2520
hsa-mir-145,Verapamil,2520
hsa-mir-146a,Verapamil,2520
hsa-mir-146b,Verapamil,2520
hsa-mir-148a,Verapamil,2520
hsa-mir-151a,Verapamil,2520
hsa-mir-153-1,Verapamil,2520
hsa-mir-154,Verapamil,2520
hsa-mir-155,Verapamil,2520
hsa-mir-15a,Verapamil,2520
hsa-mir-15b,Verapamil,2520
hsa-mir-16-1,Verapamil,2520
hsa-mir-181a-2,Verapamil,2520
hsa-mir-181c,Verapamil,2520
hsa-mir-181d,Verapamil,2520
hsa-mir-182,Verapamil,2520
hsa-mir-186,Verapamil,2520
hsa-mir-18a,Verapamil,2520
hsa-mir-190a,Verapamil,2520
hsa-mir-192,Verapamil,2520
hsa-mir-193a,Verapamil,2520
hsa-mir-196a-1,Verapamil,2520
hsa-mir-196b,Verapamil,2520
hsa-mir-199a-1,Verapamil,2520
hsa-mir-199b,Verapamil,2520
hsa-mir-19a,Verapamil,2520
hsa-mir-19b-1,Verapamil,2520
hsa-mir-200a,Verapamil,2520
hsa-mir-200c,Verapamil,2520
hsa-mir-205,Verapamil,2520
hsa-mir-206,Verapamil,2520
hsa-mir-21,Verapamil,2520
hsa-mir-214,Verapamil,2520
hsa-mir-216a,Verapamil,2520
hsa-mir-216b,Verapamil,2520
hsa-mir-219a-1,Verapamil,2520
hsa-mir-221,Verapamil,2520
hsa-mir-25,Verapamil,2520
hsa-mir-26a-1,Verapamil,2520
hsa-mir-28,Verapamil,2520
hsa-mir-299,Verapamil,2520
hsa-mir-29a,Verapamil,2520
hsa-mir-29c,Verapamil,2520
hsa-mir-301b,Verapamil,2520
hsa-mir-302a,Verapamil,2520
hsa-mir-302c,Verapamil,2520
hsa-mir-30a,Verapamil,2520
hsa-mir-30b,Verapamil,2520
hsa-mir-30d,Verapamil,2520
hsa-mir-30e,Verapamil,2520
hsa-mir-31,Verapamil,2520
hsa-mir-32,Verapamil,2520
hsa-mir-320a,Verapamil,2520
hsa-mir-330,Verapamil,2520
hsa-mir-331,Verapamil,2520
hsa-mir-339,Verapamil,2520
hsa-mir-33a,Verapamil,2520
hsa-mir-33b,Verapamil,2520
hsa-mir-345,Verapamil,2520
hsa-mir-34a,Verapamil,2520
hsa-mir-34b,Verapamil,2520
hsa-mir-361,Verapamil,2520
hsa-mir-367,Verapamil,2520
hsa-mir-369,Verapamil,2520
hsa-mir-370,Verapamil,2520
hsa-mir-373,Verapamil,2520
hsa-mir-374a,Verapamil,2520
hsa-mir-376c,Verapamil,2520
hsa-mir-410,Verapamil,2520
hsa-mir-412,Verapamil,2520
hsa-mir-425,Verapamil,2520
hsa-mir-429,Verapamil,2520
hsa-mir-431,Verapamil,2520
hsa-mir-448,Verapamil,2520
hsa-mir-450a-1,Verapamil,2520
hsa-mir-451a,Verapamil,2520
hsa-mir-454,Verapamil,2520
hsa-mir-455,Verapamil,2520
hsa-mir-485,Verapamil,2520
hsa-mir-491,Verapamil,2520
hsa-mir-496,Verapamil,2520
hsa-mir-497,Verapamil,2520
hsa-mir-499a,Verapamil,2520
hsa-mir-502,Verapamil,2520
hsa-mir-505,Verapamil,2520
hsa-mir-509-1,Verapamil,2520
hsa-mir-514a-1,Verapamil,2520
hsa-mir-517c,Verapamil,2520
hsa-mir-519b,Verapamil,2520
hsa-mir-520a,Verapamil,2520
hsa-mir-520d,Verapamil,2520
hsa-mir-526b,Verapamil,2520
hsa-mir-532,Verapamil,2520
hsa-mir-539,Verapamil,2520
hsa-mir-541,Verapamil,2520
hsa-mir-542,Verapamil,2520
hsa-mir-545,Verapamil,2520
hsa-mir-548a-1,Verapamil,2520
hsa-mir-555,Verapamil,2520
hsa-mir-563,Verapamil,2520
hsa-mir-568,Verapamil,2520
hsa-mir-569,Verapamil,2520
hsa-mir-571,Verapamil,2520
hsa-mir-576,Verapamil,2520
hsa-mir-578,Verapamil,2520
hsa-mir-582,Verapamil,2520
hsa-mir-586,Verapamil,2520
hsa-mir-587,Verapamil,2520
hsa-mir-588,Verapamil,2520
hsa-mir-589,Verapamil,2520
hsa-mir-590,Verapamil,2520
hsa-mir-591,Verapamil,2520
hsa-mir-592,Verapamil,2520
hsa-mir-593,Verapamil,2520
hsa-mir-601,Verapamil,2520
hsa-mir-605,Verapamil,2520
hsa-mir-606,Verapamil,2520
hsa-mir-613,Verapamil,2520
hsa-mir-629,Verapamil,2520
hsa-mir-633,Verapamil,2520
hsa-mir-639,Verapamil,2520
hsa-mir-643,Verapamil,2520
hsa-mir-649,Verapamil,2520
hsa-mir-651,Verapamil,2520
hsa-mir-652,Verapamil,2520
hsa-mir-655,Verapamil,2520
hsa-mir-660,Verapamil,2520
hsa-mir-662,Verapamil,2520
hsa-mir-7-1,Verapamil,2520
hsa-mir-758,Verapamil,2520
hsa-mir-760,Verapamil,2520
hsa-mir-765,Verapamil,2520
hsa-mir-767,Verapamil,2520
hsa-mir-769,Verapamil,2520
hsa-mir-876,Verapamil,2520
hsa-mir-888,Verapamil,2520
hsa-mir-92a-1,Verapamil,2520
hsa-mir-93,Verapamil,2520
hsa-mir-96,Verapamil,2520
hsa-mir-99a,Verapamil,2520
hsa-mir-10a,Cisplatin,2767
hsa-mir-10b,Cisplatin,2767
hsa-mir-125a,Cisplatin,2767
hsa-mir-126,Cisplatin,2767
hsa-mir-129-1,Cisplatin,2767
hsa-mir-132,Cisplatin,2767
hsa-mir-133a-1,Cisplatin,2767
hsa-mir-134,Cisplatin,2767
hsa-mir-141,Cisplatin,2767
hsa-mir-146a,Cisplatin,2767
hsa-mir-15a,Cisplatin,2767
hsa-mir-182,Cisplatin,2767
hsa-mir-183,Cisplatin,2767
hsa-mir-185,Cisplatin,2767
hsa-mir-194-1,Cisplatin,2767
hsa-mir-196a-1,Cisplatin,2767
hsa-mir-200b,Cisplatin,2767
hsa-mir-200c,Cisplatin,2767
hsa-mir-203a,Cisplatin,2767
hsa-mir-205,Cisplatin,2767
hsa-mir-206,Cisplatin,2767
hsa-mir-21,Cisplatin,2767
hsa-mir-214,Cisplatin,2767
hsa-mir-221,Cisplatin,2767
hsa-mir-222,Cisplatin,2767
hsa-mir-223,Cisplatin,2767
hsa-mir-29a,Cisplatin,2767
hsa-mir-29b-1,Cisplatin,2767
hsa-mir-302c,Cisplatin,2767
hsa-mir-30c-2,Cisplatin,2767
hsa-mir-331,Cisplatin,2767
hsa-mir-33a,Cisplatin,2767
hsa-mir-342,Cisplatin,2767
hsa-mir-345,Cisplatin,2767
hsa-mir-363,Cisplatin,2767
hsa-mir-374b,Cisplatin,2767
hsa-mir-375,Cisplatin,2767
hsa-mir-429,Cisplatin,2767
hsa-mir-489,Cisplatin,2767
hsa-mir-663a,Cisplatin,2767
hsa-mir-7-1,Cisplatin,2767
hsa-mir-204,Cyclophosphamide,2907
hsa-mir-663a,Cyclophosphamide,2907
hsa-mir-125b-1,5-Fluorouracil,3385
hsa-mir-200c,5-Fluorouracil,3385
hsa-mir-203a,5-Fluorouracil,3385
hsa-mir-204,5-Fluorouracil,3385
hsa-mir-223,5-Fluorouracil,3385
hsa-mir-320a,5-Fluorouracil,3385
hsa-mir-128-1,Letrozole,3902
hsa-mir-181a-2,Mitoxantrone,4212
hsa-mir-302a,Mitoxantrone,4212
hsa-mir-302b,Mitoxantrone,4212
hsa-mir-302c,Mitoxantrone,4212
hsa-mir-302d,Mitoxantrone,4212
hsa-mir-328,Mitoxantrone,4212
hsa-mir-487a,Mitoxantrone,4212
hsa-mir-519c,Mitoxantrone,4212
hsa-mir-137,Vincristine,5978
hsa-mir-200c,Trastuzumab,9903
hsa-mir-21,Trastuzumab,9903
hsa-mir-210,Trastuzumab,9903
hsa-mir-221,Trastuzumab,9903
hsa-mir-375,Trastuzumab,9903
hsa-mir-542,Trastuzumab,9903
hsa-mir-7-1,Trastuzumab,9903
hsa-let-7a-1,Doxorubicin (Adriamycin),31703
hsa-let-7b,Doxorubicin (Adriamycin),31703
hsa-let-7d,Doxorubicin (Adriamycin),31703
hsa-let-7e,Doxorubicin (Adriamycin),31703
hsa-let-7f-1,Doxorubicin (Adriamycin),31703
hsa-let-7g,Doxorubicin (Adriamycin),31703
hsa-let-7i,Doxorubicin (Adriamycin),31703
hsa-mir-100,Doxorubicin (Adriamycin),31703
hsa-mir-101-1,Doxorubicin (Adriamycin),31703
hsa-mir-103a-1,Doxorubicin (Adriamycin),31703
hsa-mir-106a,Doxorubicin (Adriamycin),31703
hsa-mir-106b,Doxorubicin (Adriamycin),31703
hsa-mir-107,Doxorubicin (Adriamycin),31703
hsa-mir-10b,Doxorubicin (Adriamycin),31703
hsa-mir-1-1,Doxorubicin (Adriamycin),31703
hsa-mir-125a,Doxorubicin (Adriamycin),31703
hsa-mir-125b-1,Doxorubicin (Adriamycin),31703
hsa-mir-127,Doxorubicin (Adriamycin),31703
hsa-mir-128-1,Doxorubicin (Adriamycin),31703
hsa-mir-128-2,Doxorubicin (Adriamycin),31703
hsa-mir-1291,Doxorubicin (Adriamycin),31703
hsa-mir-130a,Doxorubicin (Adriamycin),31703
hsa-mir-130b,Doxorubicin (Adriamycin),31703
hsa-mir-132,Doxorubicin (Adriamycin),31703
hsa-mir-133a-1,Doxorubicin (Adriamycin),31703
hsa-mir-133b,Doxorubicin (Adriamycin),31703
hsa-mir-134,Doxorubicin (Adriamycin),31703
hsa-mir-135a-1,Doxorubicin (Adriamycin),31703
hsa-mir-135b,Doxorubicin (Adriamycin),31703
hsa-mir-137,Doxorubicin (Adriamycin),31703
hsa-mir-140,Doxorubicin (Adriamycin),31703
hsa-mir-141,Doxorubicin (Adriamycin),31703
hsa-mir-142,Doxorubicin (Adriamycin),31703
hsa-mir-143,Doxorubicin (Adriamycin),31703
hsa-mir-145,Doxorubicin (Adriamycin),31703
hsa-mir-146a,Doxorubicin (Adriamycin),31703
hsa-mir-146b,Doxorubicin (Adriamycin),31703
hsa-mir-148a,Doxorubicin (Adriamycin),31703
hsa-mir-149,Doxorubicin (Adriamycin),31703
hsa-mir-151a,Doxorubicin (Adriamycin),31703
hsa-mir-152,Doxorubicin (Adriamycin),31703
hsa-mir-153-1,Doxorubicin (Adriamycin),31703
hsa-mir-154,Doxorubicin (Adriamycin),31703
hsa-mir-155,Doxorubicin (Adriamycin),31703
hsa-mir-15a,Doxorubicin (Adriamycin),31703
hsa-mir-15b,Doxorubicin (Adriamycin),31703
hsa-mir-16-1,Doxorubicin (Adriamycin),31703
hsa-mir-17,Doxorubicin (Adriamycin),31703
hsa-mir-181a-2,Doxorubicin (Adriamycin),31703
hsa-mir-181c,Doxorubicin (Adriamycin),31703
hsa-mir-181d,Doxorubicin (Adriamycin),31703
hsa-mir-182,Doxorubicin (Adriamycin),31703
hsa-mir-183,Doxorubicin (Adriamycin),31703
hsa-mir-185,Doxorubicin (Adriamycin),31703
hsa-mir-186,Doxorubicin (Adriamycin),31703
hsa-mir-187,Doxorubicin (Adriamycin),31703
hsa-mir-18a,Doxorubicin (Adriamycin),31703
hsa-mir-18b,Doxorubicin (Adriamycin),31703
hsa-mir-190a,Doxorubicin (Adriamycin),31703
hsa-mir-191,Doxorubicin (Adriamycin),31703
hsa-mir-192,Doxorubicin (Adriamycin),31703
hsa-mir-193b,Doxorubicin (Adriamycin),31703
hsa-mir-194-1,Doxorubicin (Adriamycin),31703
hsa-mir-195,Doxorubicin (Adriamycin),31703
hsa-mir-196a-1,Doxorubicin (Adriamycin),31703
hsa-mir-196b,Doxorubicin (Adriamycin),31703
hsa-mir-199a-1,Doxorubicin (Adriamycin),31703
hsa-mir-199b,Doxorubicin (Adriamycin),31703
hsa-mir-19a,Doxorubicin (Adriamycin),31703
hsa-mir-19b-1,Doxorubicin (Adriamycin),31703
hsa-mir-200a,Doxorubicin (Adriamycin),31703
hsa-mir-200b,Doxorubicin (Adriamycin),31703
hsa-mir-200c,Doxorubicin (Adriamycin),31703
hsa-mir-203a,Doxorubicin (Adriamycin),31703
hsa-mir-205,Doxorubicin (Adriamycin),31703
hsa-mir-206,Doxorubicin (Adriamycin),31703
hsa-mir-20a,Doxorubicin (Adriamycin),31703
hsa-mir-20b,Doxorubicin (Adriamycin),31703
hsa-mir-210,Doxorubicin (Adriamycin),31703
hsa-mir-212,Doxorubicin (Adriamycin),31703
hsa-mir-214,Doxorubicin (Adriamycin),31703
hsa-mir-215,Doxorubicin (Adriamycin),31703
hsa-mir-216a,Doxorubicin (Adriamycin),31703
hsa-mir-216b,Doxorubicin (Adriamycin),31703
hsa-mir-218-1,Doxorubicin (Adriamycin),31703
hsa-mir-219a-1,Doxorubicin (Adriamycin),31703
hsa-mir-22,Doxorubicin (Adriamycin),31703
hsa-mir-221,Doxorubicin (Adriamycin),31703
hsa-mir-222,Doxorubicin (Adriamycin),31703
hsa-mir-223,Doxorubicin (Adriamycin),31703
hsa-mir-224,Doxorubicin (Adriamycin),31703
hsa-mir-23a,Doxorubicin (Adriamycin),31703
hsa-mir-23b,Doxorubicin (Adriamycin),31703
hsa-mir-25,Doxorubicin (Adriamycin),31703
hsa-mir-26a-1,Doxorubicin (Adriamycin),31703
hsa-mir-27b,Doxorubicin (Adriamycin),31703
hsa-mir-28,Doxorubicin (Adriamycin),31703
hsa-mir-296,Doxorubicin (Adriamycin),31703
hsa-mir-298,Doxorubicin (Adriamycin),31703
hsa-mir-299,Doxorubicin (Adriamycin),31703
hsa-mir-29a,Doxorubicin (Adriamycin),31703
hsa-mir-29b-1,Doxorubicin (Adriamycin),31703
hsa-mir-29c,Doxorubicin (Adriamycin),31703
hsa-mir-301a,Doxorubicin (Adriamycin),31703
hsa-mir-301b,Doxorubicin (Adriamycin),31703
hsa-mir-302a,Doxorubicin (Adriamycin),31703
hsa-mir-302c,Doxorubicin (Adriamycin),31703
hsa-mir-30a,Doxorubicin (Adriamycin),31703
hsa-mir-30b,Doxorubicin (Adriamycin),31703
hsa-mir-30c-1,Doxorubicin (Adriamycin),31703
hsa-mir-30d,Doxorubicin (Adriamycin),31703
hsa-mir-30e,Doxorubicin (Adriamycin),31703
hsa-mir-31,Doxorubicin (Adriamycin),31703
hsa-mir-32,Doxorubicin (Adriamycin),31703
hsa-mir-320a,Doxorubicin (Adriamycin),31703
hsa-mir-320d-1,Doxorubicin (Adriamycin),31703
hsa-mir-323a,Doxorubicin (Adriamycin),31703
hsa-mir-324,Doxorubicin (Adriamycin),31703
hsa-mir-326,Doxorubicin (Adriamycin),31703
hsa-mir-328,Doxorubicin (Adriamycin),31703
hsa-mir-330,Doxorubicin (Adriamycin),31703
hsa-mir-331,Doxorubicin (Adriamycin),31703
hsa-mir-339,Doxorubicin (Adriamycin),31703
hsa-mir-33a,Doxorubicin (Adriamycin),31703
hsa-mir-33b,Doxorubicin (Adriamycin),31703
hsa-mir-342,Doxorubicin (Adriamycin),31703
hsa-mir-345,Doxorubicin (Adriamycin),31703
hsa-mir-34a,Doxorubicin (Adriamycin),31703
hsa-mir-34b,Doxorubicin (Adriamycin),31703
hsa-mir-34c,Doxorubicin (Adriamycin),31703
hsa-mir-361,Doxorubicin (Adriamycin),31703
hsa-mir-362,Doxorubicin (Adriamycin),31703
hsa-mir-367,Doxorubicin (Adriamycin),31703
hsa-mir-369,Doxorubicin (Adriamycin),31703
hsa-mir-370,Doxorubicin (Adriamycin),31703
hsa-mir-373,Doxorubicin (Adriamycin),31703
hsa-mir-374a,Doxorubicin (Adriamycin),31703
hsa-mir-375,Doxorubicin (Adriamycin),31703
hsa-mir-376a-1,Doxorubicin (Adriamycin),31703
hsa-mir-376c,Doxorubicin (Adriamycin),31703
hsa-mir-378a,Doxorubicin (Adriamycin),31703
hsa-mir-409,Doxorubicin (Adriamycin),31703
hsa-mir-410,Doxorubicin (Adriamycin),31703
hsa-mir-411,Doxorubicin (Adriamycin),31703
hsa-mir-412,Doxorubicin (Adriamycin),31703
hsa-mir-421,Doxorubicin (Adriamycin),31703
hsa-mir-422a,Doxorubicin (Adriamycin),31703
hsa-mir-424,Doxorubicin (Adriamycin),31703
hsa-mir-425,Doxorubicin (Adriamycin),31703
hsa-mir-4284,Doxorubicin (Adriamycin),31703
hsa-mir-429,Doxorubicin (Adriamycin),31703
hsa-mir-431,Doxorubicin (Adriamycin),31703
hsa-mir-432,Doxorubicin (Adriamycin),31703
hsa-mir-433,Doxorubicin (Adriamycin),31703
hsa-mir-448,Doxorubicin (Adriamycin),31703
hsa-mir-450a-1,Doxorubicin (Adriamycin),31703
hsa-mir-451a,Doxorubicin (Adriamycin),31703
hsa-mir-452,Doxorubicin (Adriamycin),31703
hsa-mir-454,Doxorubicin (Adriamycin),31703
hsa-mir-455,Doxorubicin (Adriamycin),31703
hsa-mir-484,Doxorubicin (Adriamycin),31703
hsa-mir-485,Doxorubicin (Adriamycin),31703
hsa-mir-486-1,Doxorubicin (Adriamycin),31703
hsa-mir-487a,Doxorubicin (Adriamycin),31703
hsa-mir-487b,Doxorubicin (Adriamycin),31703
hsa-mir-489,Doxorubicin (Adriamycin),31703
hsa-mir-491,Doxorubicin (Adriamycin),31703
hsa-mir-493,Doxorubicin (Adriamycin),31703
hsa-mir-495,Doxorubicin (Adriamycin),31703
hsa-mir-496,Doxorubicin (Adriamycin),31703
hsa-mir-497,Doxorubicin (Adriamycin),31703
hsa-mir-499a,Doxorubicin (Adriamycin),31703
hsa-mir-500a,Doxorubicin (Adriamycin),31703
hsa-mir-502,Doxorubicin (Adriamycin),31703
hsa-mir-503,Doxorubicin (Adriamycin),31703
hsa-mir-505,Doxorubicin (Adriamycin),31703
hsa-mir-509-1,Doxorubicin (Adriamycin),31703
hsa-mir-514a-1,Doxorubicin (Adriamycin),31703
hsa-mir-517c,Doxorubicin (Adriamycin),31703
hsa-mir-519b,Doxorubicin (Adriamycin),31703
hsa-mir-520a,Doxorubicin (Adriamycin),31703
hsa-mir-520d,Doxorubicin (Adriamycin),31703
hsa-mir-526b,Doxorubicin (Adriamycin),31703
hsa-mir-532,Doxorubicin (Adriamycin),31703
hsa-mir-539,Doxorubicin (Adriamycin),31703
hsa-mir-541,Doxorubicin (Adriamycin),31703
hsa-mir-542,Doxorubicin (Adriamycin),31703
hsa-mir-545,Doxorubicin (Adriamycin),31703
hsa-mir-548a-1,Doxorubicin (Adriamycin),31703
hsa-mir-550a-1,Doxorubicin (Adriamycin),31703
hsa-mir-555,Doxorubicin (Adriamycin),31703
hsa-mir-557,Doxorubicin (Adriamycin),31703
hsa-mir-563,Doxorubicin (Adriamycin),31703
hsa-mir-568,Doxorubicin (Adriamycin),31703
hsa-mir-569,Doxorubicin (Adriamycin),31703
hsa-mir-571,Doxorubicin (Adriamycin),31703
hsa-mir-574,Doxorubicin (Adriamycin),31703
hsa-mir-576,Doxorubicin (Adriamycin),31703
hsa-mir-578,Doxorubicin (Adriamycin),31703
hsa-mir-582,Doxorubicin (Adriamycin),31703
hsa-mir-584,Doxorubicin (Adriamycin),31703
hsa-mir-586,Doxorubicin (Adriamycin),31703
hsa-mir-587,Doxorubicin (Adriamycin),31703
hsa-mir-588,Doxorubicin (Adriamycin),31703
hsa-mir-589,Doxorubicin (Adriamycin),31703
hsa-mir-590,Doxorubicin (Adriamycin),31703
hsa-mir-591,Doxorubicin (Adriamycin),31703
hsa-mir-592,Doxorubicin (Adriamycin),31703
hsa-mir-593,Doxorubicin (Adriamycin),31703
hsa-mir-601,Doxorubicin (Adriamycin),31703
hsa-mir-605,Doxorubicin (Adriamycin),31703
hsa-mir-606,Doxorubicin (Adriamycin),31703
hsa-mir-613,Doxorubicin (Adriamycin),31703
hsa-mir-615,Doxorubicin (Adriamycin),31703
hsa-mir-629,Doxorubicin (Adriamycin),31703
hsa-mir-633,Doxorubicin (Adriamycin),31703
hsa-mir-637,Doxorubicin (Adriamycin),31703
hsa-mir-639,Doxorubicin (Adriamycin),31703
hsa-mir-643,Doxorubicin (Adriamycin),31703
hsa-mir-649,Doxorubicin (Adriamycin),31703
hsa-mir-651,Doxorubicin (Adriamycin),31703
hsa-mir-652,Doxorubicin (Adriamycin),31703
hsa-mir-654,Doxorubicin (Adriamycin),31703
hsa-mir-655,Doxorubicin (Adriamycin),31703
hsa-mir-660,Doxorubicin (Adriamycin),31703
hsa-mir-662,Doxorubicin (Adriamycin),31703
hsa-mir-7-1,Doxorubicin (Adriamycin),31703
hsa-mir-758,Doxorubicin (Adriamycin),31703
hsa-mir-760,Doxorubicin (Adriamycin),31703
hsa-mir-765,Doxorubicin (Adriamycin),31703
hsa-mir-767,Doxorubicin (Adriamycin),31703
hsa-mir-769,Doxorubicin (Adriamycin),31703
hsa-mir-876,Doxorubicin (Adriamycin),31703
hsa-mir-888,Doxorubicin (Adriamycin),31703
hsa-mir-9-1,Doxorubicin (Adriamycin),31703
hsa-mir-92a-1,Doxorubicin (Adriamycin),31703
hsa-mir-93,Doxorubicin (Adriamycin),31703
hsa-mir-96,Doxorubicin (Adriamycin),31703
hsa-mir-99a,Doxorubicin (Adriamycin),31703
hsa-mir-99b,Doxorubicin (Adriamycin),31703
mmu-mir-20b,Doxorubicin (Adriamycin),31703
mmu-mir-703,Doxorubicin (Adriamycin),31703
rno-mir-301a,Doxorubicin (Adriamycin),31703
rno-mir-93,Doxorubicin (Adriamycin),31703
hsa-let-7a-1,Paclitaxel,36314
hsa-let-7b,Paclitaxel,36314
hsa-mir-100,Paclitaxel,36314
hsa-mir-106b,Paclitaxel,36314
hsa-mir-125b-1,Paclitaxel,36314
hsa-mir-1290,Paclitaxel,36314
hsa-mir-137,Paclitaxel,36314
hsa-mir-140,Paclitaxel,36314
hsa-mir-146a,Paclitaxel,36314
hsa-mir-146b,Paclitaxel,36314
hsa-mir-149,Paclitaxel,36314
hsa-mir-155,Paclitaxel,36314
hsa-mir-15b,Paclitaxel,36314
hsa-mir-16-1,Paclitaxel,36314
hsa-mir-17,Paclitaxel,36314
hsa-mir-194-1,Paclitaxel,36314
hsa-mir-19a,Paclitaxel,36314
hsa-mir-205,Paclitaxel,36314
hsa-mir-20b,Paclitaxel,36314
hsa-mir-21,Paclitaxel,36314
hsa-mir-218-1,Paclitaxel,36314
hsa-mir-221,Paclitaxel,36314
hsa-mir-222,Paclitaxel,36314
hsa-mir-223,Paclitaxel,36314
hsa-mir-26a-1,Paclitaxel,36314
hsa-mir-28,Paclitaxel,36314
hsa-mir-296,Paclitaxel,36314
hsa-mir-29a,Paclitaxel,36314
hsa-mir-29b-1,Paclitaxel,36314
hsa-mir-30a,Paclitaxel,36314
hsa-mir-30b,Paclitaxel,36314
hsa-mir-30c-1,Paclitaxel,36314
hsa-mir-320a,Paclitaxel,36314
hsa-mir-342,Paclitaxel,36314
hsa-mir-34a,Paclitaxel,36314
hsa-mir-363,Paclitaxel,36314
hsa-mir-375,Paclitaxel,36314
hsa-mir-620,Paclitaxel,36314
hsa-mir-106a,Etoposide,36462
hsa-mir-128-1,Etoposide,36462
hsa-mir-129-1,Etoposide,36462
hsa-mir-135a-1,Etoposide,36462
hsa-mir-150,Etoposide,36462
hsa-mir-155,Etoposide,36462
hsa-mir-17,Etoposide,36462
hsa-mir-184,Etoposide,36462
hsa-mir-187,Etoposide,36462
hsa-mir-197,Etoposide,36462
hsa-mir-198,Etoposide,36462
hsa-mir-19b-1,Etoposide,36462
hsa-mir-202,Etoposide,36462
hsa-mir-217,Etoposide,36462
hsa-mir-218-1,Etoposide,36462
hsa-mir-23b,Etoposide,36462
hsa-mir-26b,Etoposide,36462
hsa-mir-298,Etoposide,36462
hsa-mir-29a,Etoposide,36462
hsa-mir-29b-1,Etoposide,36462
hsa-mir-29c,Etoposide,36462
hsa-mir-30d,Etoposide,36462
